OBJECTID,DATASET_E,DATASET_C,ADDRESS_E,ADDRESS_C,SEARCH1_E,SEARCH1_C,SEARCH2_E,SEARCH2_C,NSEARCH1_E,NSEARCH1_C,NSEARCH2_E,NSEARCH2_C,NSEARCH3_E,NSEARCH3_C,NSEARCH4_E,NSEARCH4_C,NSEARCH5_E,NSEARCH5_C,LATITUDE,LONGITUDE,GeometryLongitude,GeometryLatitude
25323,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 15,粉嶺 粉嶺樓路11號 粉嶺花園 15座,North,北區,New Territories,新界,1592119,1592119,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49827354,114.1400254,114.14002540015213,22.498273540091873
25324,Building information and age records,樓宇資料及樓齡紀錄,3 MA SIK RD BELAIR MONTE,粉嶺 馬適路3號 綠悠軒,North,北區,New Territories,新界,1592137,1592137,HD52/98,HD52/98,1998-12-14,1998-12-14,Podium,平台,Residential/Composite,住宅/綜合用途,22.50135918,114.1452803,114.14528029984604,22.501359179682424
25325,Building information and age records,樓宇資料及樓齡紀錄,123 CHUEN LUNG ST,荃灣 川龍街123號,Tsuen Wan,荃灣,New Territories,新界,1592141,1592141,NT27/62,NT27/62,1962-07-31,1962-07-31,Tower,座,Residential/Composite,住宅/綜合用途,22.36918296,114.1153804,114.11538040038522,22.36918295962596
25326,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 16,粉嶺 粉嶺樓路11號 粉嶺花園 16座,North,北區,New Territories,新界,1592370,1592370,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49826708,114.1402191,114.14021909973178,22.4982670802616
25327,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 17,粉嶺 粉嶺樓路11號 粉嶺花園 17座,North,北區,New Territories,新界,1592531,1592531,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49829255,114.1404272,114.14042720015527,22.498292549961263
25328,Building information and age records,樓宇資料及樓齡紀錄,3 HUNG TAI RD BEAUTY COURT,元朗 洪水橋 洪堤路3號 麗珊園,Yuen Long,元朗,New Territories,新界,1592547,1592547,NT160/93,NT160/93,1993-12-17,1993-12-17,Podium,平台,Residential/Composite,住宅/綜合用途,22.43355659,113.9967946,113.9967946001907,22.433556589964724
25329,Building information and age records,樓宇資料及樓齡紀錄,14 YAN FONG ST MAI FUNG BUILDING,葵涌 仁芳街14號 美豐大廈,Kwai Tsing,葵青,New Territories,新界,1592623,1592623,NT119/77,NT119/77,1977-09-21,1977-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.36056256,114.1271334,114.12713340008645,22.36056256031395
25330,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 18,粉嶺 粉嶺樓路11號 粉嶺花園 18座,North,北區,New Territories,新界,1592710,1592710,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49846744,114.1403781,114.14037809986951,22.498467440220224
25331,Building information and age records,樓宇資料及樓齡紀錄,3 MA SIK RD BELAIR MONTE BLK 1,粉嶺 馬適路3號 綠悠軒 1座,North,北區,New Territories,新界,1592727,1592727,HD52/98,HD52/98,1998-12-14,1998-12-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50162542,114.1459034,114.14590339962228,22.50162542037691
25332,Building information and age records,樓宇資料及樓齡紀錄,3 HUNG TAI RD BEAUTY COURT BLK 1,元朗 洪水橋 洪堤路3號 麗珊園 1座,Yuen Long,元朗,New Territories,新界,1592921,1592921,NT160/93,NT160/93,1993-12-17,1993-12-17,Tower,座,Residential/Composite,住宅/綜合用途,22.43347701,113.9966533,113.9966532996101,22.433477009856176
25333,Building information and age records,樓宇資料及樓齡紀錄,11 FAN LENG LAU RD FANLING GARDEN BLK 19,粉嶺 粉嶺樓路11號 粉嶺花園 19座,North,北區,New Territories,新界,1592942,1592942,NT150/87,NT150/87,1987-09-21,1987-09-21,Tower,座,Residential/Composite,住宅/綜合用途,22.49864217,114.1403288,114.1403287999342,22.498642170399876
25334,Building information and age records,樓宇資料及樓齡紀錄,3 HUNG TAI RD BEAUTY COURT BLK 2,元朗 洪水橋 洪堤路3號 麗珊園 2座,Yuen Long,元朗,New Territories,新界,1593191,1593191,NT160/93,NT160/93,1993-12-17,1993-12-17,Tower,座,Residential/Composite,住宅/綜合用途,22.43365224,113.9969004,113.9969004000335,22.433652240058905
25335,Building information and age records,樓宇資料及樓齡紀錄,3 MA SIK RD BELAIR MONTE BLK 2,粉嶺 馬適路3號 綠悠軒 2座,North,北區,New Territories,新界,1593346,1593346,HD52/98,HD52/98,1998-12-14,1998-12-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50138173,114.1456595,114.14565949988605,22.501381730182743
25336,Building information and age records,樓宇資料及樓齡紀錄,2 HUNG TAI RD CORONET COURT,元朗 洪水橋 洪堤路2號 錦珊園,Yuen Long,元朗,New Territories,新界,1593640,1593640,NT63/95,NT63/95,1995-07-27,1995-07-27,Podium,平台,Residential/Composite,住宅/綜合用途,22.43397474,113.9972819,113.99728189964003,22.433974739642565
25337,Building information and age records,樓宇資料及樓齡紀錄,7 DUNG FAT ST FOO YU BUILDING,荃灣 登發街7號 富裕樓,Tsuen Wan,荃灣,New Territories,新界,1593641,1593641,NT45/73,NT45/73,1973-02-26,1973-02-26,Tower,座,Residential/Composite,住宅/綜合用途,22.3731123,114.1162992,114.11629919994823,22.373112299992727
25338,Building information and age records,樓宇資料及樓齡紀錄,3 MA SIK RD BELAIR MONTE BLK 3,粉嶺 馬適路3號 綠悠軒 3座,North,北區,New Territories,新界,1593670,1593670,HD52/98,HD52/98,1998-12-14,1998-12-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50113829,114.1454144,114.14541439955497,22.501138290000142
25339,Building information and age records,樓宇資料及樓齡紀錄,2 HUNG TAI RD CORONET COURT,元朗 洪水橋 洪堤路2號 錦珊園,Yuen Long,元朗,New Territories,新界,1593862,1593862,NT63/95,NT63/95,1995-07-27,1995-07-27,Tower,座,Residential/Composite,住宅/綜合用途,22.43396554,113.9973091,113.99730909963534,22.433965539578026
25340,Building information and age records,樓宇資料及樓齡紀錄,3 MA SIK RD BELAIR MONTE BLK 4,粉嶺 馬適路3號 綠悠軒 4座,North,北區,New Territories,新界,1594090,1594090,HD52/98,HD52/98,1998-12-14,1998-12-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50089446,114.1451684,114.14516839990176,22.500894460411075
25341,Building information and age records,樓宇資料及樓齡紀錄,3 MA SIK RD BELAIR MONTE BLK 5,粉嶺 馬適路3號 綠悠軒 5座,North,北區,New Territories,新界,1594335,1594335,HD52/98,HD52/98,1998-12-14,1998-12-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50157722,114.1445873,114.14458730026377,22.501577220312527
25342,Building information and age records,樓宇資料及樓齡紀錄,18/20 SHUN FONG ST YUET BOR BUILDING,葵涌 信芳街18/20號 月波樓,Kwai Tsing,葵青,New Territories,新界,1594567,1594567,NT124/74,NT124/74,1974-10-03,1974-10-03,Podium,平台,Residential/Composite,住宅/綜合用途,22.36032632,114.1270094,114.127009399764,22.36032632010364
25343,Building information and age records,樓宇資料及樓齡紀錄,8 HUNG TAI RD ASTER COURT,元朗 洪水橋 洪堤路8號 雅珊園,Yuen Long,元朗,New Territories,新界,1594588,1594588,NT21/92,NT21/92,1992-02-26,1992-02-26,Podium,平台,Residential/Composite,住宅/綜合用途,22.43423091,113.9964495,113.9964494997447,22.43423090972874
25344,Building information and age records,樓宇資料及樓齡紀錄,3 MA SIK RD BELAIR MONTE BLK 6,粉嶺 馬適路3號 綠悠軒 6座,North,北區,New Territories,新界,1594729,1594729,HD52/98,HD52/98,1998-12-14,1998-12-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50185198,114.1448638,114.1448638004241,22.501851980284698
25345,Building information and age records,樓宇資料及樓齡紀錄,3 MA SIK RD BELAIR MONTE BLK 7,粉嶺 馬適路3號 綠悠軒 7座,North,北區,New Territories,新界,1595048,1595048,HD52/98,HD52/98,1998-12-14,1998-12-14,Tower,座,Residential/Composite,住宅/綜合用途,22.50187473,114.1453167,114.14531669990583,22.50187473043451
25346,Building information and age records,樓宇資料及樓齡紀錄,8 HUNG TAI RD ASTER COURT BLK 1,元朗 洪水橋 洪堤路8號 雅珊園 1座,Yuen Long,元朗,New Territories,新界,1595217,1595217,NT21/92,NT21/92,1992-02-26,1992-02-26,Tower,座,Residential/Composite,住宅/綜合用途,22.43448799,113.9962815,113.99628150009119,22.43448798992887
25347,Building information and age records,樓宇資料及樓齡紀錄,8 HUNG TAI RD ASTER COURT BLK 2,元朗 洪水橋 洪堤路8號 雅珊園 2座,Yuen Long,元朗,New Territories,新界,1595375,1595375,NT21/92,NT21/92,1992-02-26,1992-02-26,Tower,座,Residential/Composite,住宅/綜合用途,22.43426465,113.9964367,113.99643669969396,22.434264649593956
25348,Building information and age records,樓宇資料及樓齡紀錄,6B PEACE AVE,太平道6B號,Kowloon City,九龍城,Kowloon,九龍,1595441,1595441,D362/55,D362/55,1955-08-11,1955-08-11,Tower,座,Residential/Composite,住宅/綜合用途,22.31911098,114.1737832,114.17378319963507,22.319110979787922
25349,Building information and age records,樓宇資料及樓齡紀錄,18/20 SHUN FONG ST YUET BOR BUILDING,葵涌 信芳街18/20號 月波樓,Kwai Tsing,葵青,New Territories,新界,1595447,1595447,NT124/74,NT124/74,1974-10-03,1974-10-03,Tower,座,Residential/Composite,住宅/綜合用途,22.36032632,114.1270094,114.127009399764,22.36032632010364
25350,Building information and age records,樓宇資料及樓齡紀錄,8 HUNG TAI RD ASTER COURT BLK 3,元朗 洪水橋 洪堤路8號 雅珊園 3座,Yuen Long,元朗,New Territories,新界,1595514,1595514,NT21/92,NT21/92,1992-02-26,1992-02-26,Tower,座,Residential/Composite,住宅/綜合用途,22.43403794,113.9965862,113.996586200293,22.434037940398696
25351,Building information and age records,樓宇資料及樓齡紀錄,2-4 KWAI YIP ST THE METHODIST LEE WAI LEE COLLEGE,葵涌 葵葉街2-4號 李惠利中學,Kwai Tsing,葵青,New Territories,新界,1595596,1595596,NT144/77,NT144/77,1977-11-30,1977-11-30,Tower,座,Others,其他,22.36535007,114.1277743,114.12777430014387,22.36535006974998
25352,Building information and age records,樓宇資料及樓齡紀錄,7/9 LAI FONG ST KWAI FOOK BUILDING,葵涌 禮芳街7/9號 葵福大廈,Kwai Tsing,葵青,New Territories,新界,1595603,1595603,NT43/75,NT43/75,1975-04-01,1975-04-01,Podium,平台,Residential/Composite,住宅/綜合用途,22.35956338,114.1267801,114.12678009962201,22.359563380245845
25353,Building information and age records,樓宇資料及樓齡紀錄,3 LUNG PAK ST WORLD-WIDE GARDENS,沙田 龍柏街3號 世界花園,Sha Tin,沙田,New Territories,新界,1595606,1595606,NT141/78,NT141/78,1978-11-27,1978-11-27,Tower,座,Office/Commercial,寫字樓/商業,22.36502852,114.1797713,114.17977130040526,22.36502851985034
25354,Building information and age records,樓宇資料及樓齡紀錄,9 PAK SHING ST JADE GARDEN,大埔 北盛街9號 翠河花園,Tai Po,大埔,New Territories,新界,1595662,1595662,NT23/2000(OP),NT23/2000(OP),2000-06-27,2000-06-27,Podium,平台,Residential/Composite,住宅/綜合用途,22.44950941,114.1638083,114.16380829991317,22.449509410131213
25355,Building information and age records,樓宇資料及樓齡紀錄,7/9 LAI FONG ST KWAI FOOK BUILDING,葵涌 禮芳街7/9號 葵福大廈,Kwai Tsing,葵青,New Territories,新界,1595670,1595670,NT43/75,NT43/75,1975-04-01,1975-04-01,Tower,座,Residential/Composite,住宅/綜合用途,22.35956338,114.1267801,114.12678009962201,22.359563380245845
25356,Building information and age records,樓宇資料及樓齡紀錄,9 PAK SHING ST JADE GARDEN,大埔 北盛街9號 翠河花園,Tai Po,大埔,New Territories,新界,1595795,1595795,NT23/2000(OP),NT23/2000(OP),2000-06-27,2000-06-27,Tower,座,Residential/Composite,住宅/綜合用途,22.44949694,114.1638263,114.16382629984389,22.449496940131723
25357,Building information and age records,樓宇資料及樓齡紀錄,15-19 PAK SHING ST HEI TAI BUILDING,大埔 北盛街15-19號 熙泰樓,Tai Po,大埔,New Territories,新界,1595797,1595797,NT14/82,NT14/82,1982-01-22,1982-01-22,Tower,座,Residential/Composite,住宅/綜合用途,22.44945291,114.1636186,114.16361859961876,22.44945291022367
25358,Building information and age records,樓宇資料及樓齡紀錄,8 CHI CHEONG RD SUNNINGDALE GARDEN,上水 智昌路8號 順欣花園,North,北區,New Territories,新界,1595820,1595820,NT65/92,NT65/92,1992-05-21,1992-05-21,Podium,平台,Residential/Composite,住宅/綜合用途,22.50172758,114.1322851,114.13228509987755,22.501727579764065
25359,Building information and age records,樓宇資料及樓齡紀錄,4 SUI ON ST SUI ON BUILDING,大埔 瑞安街4號 瑞安樓,Tai Po,大埔,New Territories,新界,1595925,1595925,NT126/64,NT126/64,1964-11-10,1964-11-10,Tower,座,Residential/Composite,住宅/綜合用途,22.44945034,114.1633338,114.1633337996152,22.449450339961288
25360,Building information and age records,樓宇資料及樓齡紀錄,5/9 LUNG PAK ST WORLD-WIDE GARDENS PINE COURT HIBISCUS COURT & LILY COURT,沙田 龍柏街5/9號 世界花園 長松閣 芙蓉閣及百合閣,Sha Tin,沙田,New Territories,新界,1595957,1595957,NT125/77,NT125/77,1977-10-08,1977-10-08,Podium,平台,Residential/Composite,住宅/綜合用途,22.36461015,114.1797878,114.17978780026681,22.364610149838597
25361,Building information and age records,樓宇資料及樓齡紀錄,8 CHI CHEONG RD SUNNINGDALE GARDEN BLK 1,上水 智昌路8號 順欣花園 1座,North,北區,New Territories,新界,1596008,1596008,NT65/92,NT65/92,1992-05-21,1992-05-21,Tower,座,Residential/Composite,住宅/綜合用途,22.50157437,114.132709,114.13270899982058,22.50157437036097
25362,Building information and age records,樓宇資料及樓齡紀錄,6 KWAI YIP ST DAUGHTER OF MARY HELP OF CHRISTIANS SIU MING CATHOLIC SECONDARY SCHOOL,葵涌 葵葉街6號 天主教母佑會蕭明中學,Kwai Tsing,葵青,New Territories,新界,1596209,1596209,HK12/2001(OP),HK12/2001(OP),2001-02-20,2001-02-20,Tower,座,Others,其他,22.3654694,114.1290143,114.12901429977023,22.36546939989296
25363,Building information and age records,樓宇資料及樓齡紀錄,DD 453 LOT 1206 (PT OF) LO WAI VILLAGE YUEN YUEN INSTITUTE,荃灣 老圍 丈量約份第453約地段第1206號 (部分) 圓玄學院,Tsuen Wan,荃灣,New Territories,新界,1596214,1596214,NT28/69,NT28/69,1969-06-04,1969-06-04,Tower,座,Others,其他,22.3835346,114.1230211,114.12302109984398,22.383534599841937
25364,Building information and age records,樓宇資料及樓齡紀錄,5 WING FONG RD SOUTHERN BUILDING,葵涌 榮芳路5號 守運樓,Kwai Tsing,葵青,New Territories,新界,1596217,1596217,NT76/74,NT76/74,1974-06-27,1974-06-27,Podium,平台,Residential/Composite,住宅/綜合用途,22.36016728,114.1283571,114.12835710039997,22.36016728039573
25365,Building information and age records,樓宇資料及樓齡紀錄,8 CHI CHEONG RD SUNNINGDALE GARDEN BLK 2,上水 智昌路8號 順欣花園 2座,North,北區,New Territories,新界,1596229,1596229,NT65/92,NT65/92,1992-05-21,1992-05-21,Tower,座,Residential/Composite,住宅/綜合用途,22.50128192,114.1323668,114.13236679968816,22.501281919824805
25366,Building information and age records,樓宇資料及樓齡紀錄,5 WING FONG RD SOUTHERN BUILDING,葵涌 榮芳路5號 守運樓,Kwai Tsing,葵青,New Territories,新界,1596441,1596441,NT76/74,NT76/74,1974-06-27,1974-06-27,Tower,座,Residential/Composite,住宅/綜合用途,22.36016728,114.1283571,114.12835710039997,22.36016728039573
25367,Building information and age records,樓宇資料及樓齡紀錄,8 CHI CHEONG RD SUNNINGDALE GARDEN BLK 3,上水 智昌路8號 順欣花園 3座,North,北區,New Territories,新界,1596528,1596528,NT65/92,NT65/92,1992-05-21,1992-05-21,Tower,座,Residential/Composite,住宅/綜合用途,22.50155755,114.1320922,114.13209219979524,22.50155755034075
25368,Building information and age records,樓宇資料及樓齡紀錄,379 PORTLAND ST KILUNG BUILDING,砵蘭街379號 基隆大廈,Yau Tsim Mong,油尖旺,Kowloon,九龍,1596783,1596783,K243/66,K243/66,1966-06-23,1966-06-23,Tower,座,Residential/Composite,住宅/綜合用途,22.32430033,114.1675447,114.16754469972818,22.324300329696484
25369,Building information and age records,樓宇資料及樓齡紀錄,8 CHI CHEONG RD SUNNINGDALE GARDEN BLK 4,上水 智昌路8號 順欣花園 4座,North,北區,New Territories,新界,1596851,1596851,NT65/92,NT65/92,1992-05-21,1992-05-21,Tower,座,Residential/Composite,住宅/綜合用途,22.50182275,114.1318273,114.13182729998994,22.50182274962026
25370,Building information and age records,樓宇資料及樓齡紀錄,85 WING FONG RD KWAI LOK BUILDING,葵涌 榮芳路85號 葵樂大廈,Kwai Tsing,葵青,New Territories,新界,1597299,1597299,NT175/73,NT175/73,1973-12-07,1973-12-07,Podium,平台,Residential/Composite,住宅/綜合用途,22.36044029,114.1268849,114.12688490031792,22.360440290287215
25371,Building information and age records,樓宇資料及樓齡紀錄,9 CHI CHEONG RD SHEUNGSHUI TOWN CENTER,上水 智昌路9號 上水名都,North,北區,New Territories,新界,1597360,1597360,NT93/92,NT93/92,1992-08-18,1992-08-18,Podium,平台,Residential/Composite,住宅/綜合用途,22.50109838,114.1315755,114.13157549970958,22.5010983798864
25372,Building information and age records,樓宇資料及樓齡紀錄,5 LUNG PAK ST WORLD-WIDE GARDENS PINE COURT (BLK 6),沙田 龍柏街5號 世界花園 長松閣(第6座),Sha Tin,沙田,New Territories,新界,1597411,1597411,NT125/77,NT125/77,1977-10-08,1977-10-08,Tower,座,Residential/Composite,住宅/綜合用途,22.36492152,114.1801863,114.18018629975802,22.364921520311952
25373,Building information and age records,樓宇資料及樓齡紀錄,85 WING FONG RD KWAI LOK BUILDING,葵涌 榮芳路85號 葵樂大廈,Kwai Tsing,葵青,New Territories,新界,1597516,1597516,NT175/73,NT175/73,1973-12-07,1973-12-07,Tower,座,Residential/Composite,住宅/綜合用途,22.36044029,114.1268849,114.12688490031792,22.360440290287215
